repeat,outer_fold,inner_fold,phase,source_id,path,kelas,label,subjenis,is_augmented,transform,transform_index
1,4,4,inner_selection,d9276d559999,dataset_batik/non_batik/geometris/geometris (4).png,non_batik,0,geometris,True,rot270,2
1,4,4,inner_selection,e9fea915240b,dataset_batik/batik/batik pekalongan/pekalongan4.jpg,batik,1,batik pekalongan,True,zoom05,6
1,4,4,inner_selection,b2131a29e3e4,dataset_batik/non_batik/tenun/tenun (2).png,non_batik,0,tenun,True,flip_v,5
1,4,4,inner_selection,73e531fe1cee,dataset_batik/batik/SumateraBarat_Rumah_Minang/0015.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,True,flip_v,5
1,4,4,inner_selection,bbcc043171d4,dataset_batik/non_batik/garis/garis1 (3).jpg,non_batik,0,garis,True,zoom02,6
1,4,4,inner_selection,8302690a77c5,dataset_batik/batik/SumateraBarat_Rumah_Minang/002.jpg,batik,1,SumateraBarat_Rumah_Minang,True,zoom05,6
1,4,4,inner_selection,ed293cabd087,dataset_batik/non_batik/bunga_nonbatik/bunga (2).png,non_batik,0,bunga_nonbatik,False,original,-1
1,4,4,inner_selection,64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,c5761d229b6c,dataset_batik/non_batik/garis/garis1 (1).jpg,non_batik,0,garis,False,original,-1
1,4,4,inner_selection,ad3de2744108,dataset_batik/non_batik/modern/modern (7).png,non_batik,0,modern,True,rot-3p0,3
1,4,4,inner_selection,798dd241fbb7,dataset_batik/batik/Solo_Parang/0031.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,0f308677eb60,dataset_batik/batik/Solo_Parang/0013.jpg,batik,1,Solo_Parang,True,rot+2p0,3
1,4,4,inner_selection,bbcc043171d4,dataset_batik/non_batik/garis/garis1 (3).jpg,non_batik,0,garis,True,rot180,1
1,4,4,inner_selection,71b47ddc1aef,dataset_batik/batik/Yogyakarta_Parang/0030.jpg,batik,1,Yogyakarta_Parang,True,rot90,0
1,4,4,inner_selection,ed293cabd087,dataset_batik/non_batik/bunga_nonbatik/bunga (2).png,non_batik,0,bunga_nonbatik,True,rot180,1
1,4,4,inner_selection,c11183e9d1cd,dataset_batik/non_batik/garis/garis1 (4).jpg,non_batik,0,garis,True,contrast0p90,8
1,4,4,inner_selection,cccca1ba3cae,dataset_batik/batik/Yogyakarta_Kawung/009.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,4,4,inner_selection,e7a78b6680b5,dataset_batik/non_batik/garis/garis1 (2).jpg,non_batik,0,garis,True,zoom03,6
1,4,4,inner_selection,8c566ec9c05a,dataset_batik/batik/SumateraBarat_Rumah_Minang/009.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,7a71ef3f3ade,dataset_batik/batik/Yogyakarta_Parang/0019.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,94870fc592ab,dataset_batik/batik/SumateraBarat_Rumah_Minang/0038.jpg,batik,1,SumateraBarat_Rumah_Minang,True,flip_v,5
1,4,4,inner_selection,05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,True,flip_v,5
1,4,4,inner_selection,050046f947a6,dataset_batik/batik/Solo_Parang/0037.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,True,rot270,2
1,4,4,inner_selection,92deccab5470,dataset_batik/non_batik/geometris/geometris (10).png,non_batik,0,geometris,True,rot180,1
1,4,4,inner_selection,bbcc043171d4,dataset_batik/non_batik/garis/garis1 (3).jpg,non_batik,0,garis,True,rot90,0
1,4,4,inner_selection,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,8cd33e274e4d,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,batik,1,Yogyakarta_Kawung,True,rot180,1
1,4,4,inner_selection,9c71e54f91f9,dataset_batik/batik/Yogyakarta_Parang/0010.jpg,batik,1,Yogyakarta_Parang,True,rot180,1
1,4,4,inner_selection,a291e5c48a49,dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot180,1
1,4,4,inner_selection,eac540cba307,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,non_batik,0,bunga_nonbatik,True,flip_h,4
1,4,4,inner_selection,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot90,0
1,4,4,inner_selection,f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,True,flip_h,4
1,4,4,inner_selection,6b6b7bdfe34a,dataset_batik/non_batik/polos/polos (7).png,non_batik,0,polos,True,flip_v,5
1,4,4,inner_selection,20802bdd836c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,batik,1,SumateraBarat_Rumah_Minang,True,flip_v,5
1,4,4,inner_selection,1e1c6c73c84d,dataset_batik/batik/batik semarangan/semarangan3.jpg,batik,1,batik semarangan,True,rot270,2
1,4,4,inner_selection,9a27b470f78d,dataset_batik/non_batik/kotak/kotak3.png,non_batik,0,kotak,False,original,-1
1,4,4,inner_selection,7cb908544ba8,dataset_batik/batik/Yogyakarta_Kawung/0019.jpg,batik,1,Yogyakarta_Kawung,True,flip_h,4
1,4,4,inner_selection,6442e19a4f03,dataset_batik/batik/Solo_Parang/0010.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,7556e7595482,dataset_batik/batik/Yogyakarta_Parang/0025.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,e49dc5a7d4dd,dataset_batik/batik/SulawesiSelatan_Lontara/0018.jpg,batik,1,SulawesiSelatan_Lontara,False,original,-1
1,4,4,inner_selection,f11fc60776fe,dataset_batik/batik/batik solo/solo2.jpg,batik,1,batik solo,False,original,-1
1,4,4,inner_selection,d9276d559999,dataset_batik/non_batik/geometris/geometris (4).png,non_batik,0,geometris,True,zoom07,6
1,4,4,inner_selection,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot90,0
1,4,4,inner_selection,eac540cba307,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,non_batik,0,bunga_nonbatik,True,rot90,0
1,4,4,inner_selection,bbcc043171d4,dataset_batik/non_batik/garis/garis1 (3).jpg,non_batik,0,garis,True,contrast1p13,8
1,4,4,inner_selection,f74bb111b026,dataset_batik/batik/Yogyakarta_Kawung/0015.jpg,batik,1,Yogyakarta_Kawung,True,rot270,2
1,4,4,inner_selection,8cd33e274e4d,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,batik,1,Yogyakarta_Kawung,True,flip_h,4
1,4,4,inner_selection,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,True,flip_v,5
1,4,4,inner_selection,519b6e1dfbd9,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,db4135d30eec,dataset_batik/non_batik/bunga_nonbatik/bunga (8).png,non_batik,0,bunga_nonbatik,True,contrast0p97,8
1,4,4,inner_selection,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,True,rot270,2
1,4,4,inner_selection,c5761d229b6c,dataset_batik/non_batik/garis/garis1 (1).jpg,non_batik,0,garis,True,contrast0p88,8
1,4,4,inner_selection,21b7b85d4086,dataset_batik/non_batik/bunga_nonbatik/bunga (5).png,non_batik,0,bunga_nonbatik,True,rot180,1
1,4,4,inner_selection,bc0863dfd9c1,dataset_batik/non_batik/bunga_nonbatik/bunga (6).png,non_batik,0,bunga_nonbatik,False,original,-1
1,4,4,inner_selection,3c1f730579dc,dataset_batik/non_batik/polos/polos (1).png,non_batik,0,polos,False,original,-1
1,4,4,inner_selection,fb19d7075d8a,dataset_batik/batik/Yogyakarta_Parang/008.jpg,batik,1,Yogyakarta_Parang,True,rot90,0
1,4,4,inner_selection,4887f2b0b9db,dataset_batik/batik/Batik Sekar Jagad/38.jpg,batik,1,Batik Sekar Jagad,True,flip_v,5
1,4,4,inner_selection,2147c3827a53,dataset_batik/non_batik/geometris/geometris (5).png,non_batik,0,geometris,True,rot90,0
1,4,4,inner_selection,861b084216ea,dataset_batik/batik/SumateraBarat_Rumah_Minang/005.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,4887f2b0b9db,dataset_batik/batik/Batik Sekar Jagad/38.jpg,batik,1,Batik Sekar Jagad,True,brightness0p97,7
1,4,4,inner_selection,8050e3061ee9,dataset_batik/non_batik/modern/modern (1).png,non_batik,0,modern,True,flip_v,5
1,4,4,inner_selection,9cc5012e3077,dataset_batik/batik/SumateraBarat_Rumah_Minang/0029.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,False,original,-1
1,4,4,inner_selection,5dc0a5b5e0e3,dataset_batik/batik/SulawesiSelatan_Lontara/0030.jpg,batik,1,SulawesiSelatan_Lontara,False,original,-1
1,4,4,inner_selection,ec9825accca7,dataset_batik/batik/Solo_Parang/0017.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,372c786cc900,dataset_batik/non_batik/tenun/tenun (8).png,non_batik,0,tenun,True,flip_v,5
1,4,4,inner_selection,e7a78b6680b5,dataset_batik/non_batik/garis/garis1 (2).jpg,non_batik,0,garis,True,rot90,0
1,4,4,inner_selection,8cd33e274e4d,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,4,4,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,True,flip_h,4
1,4,4,inner_selection,21b7b85d4086,dataset_batik/non_batik/bunga_nonbatik/bunga (5).png,non_batik,0,bunga_nonbatik,True,contrast0p90,8
1,4,4,inner_selection,21b7b85d4086,dataset_batik/non_batik/bunga_nonbatik/bunga (5).png,non_batik,0,bunga_nonbatik,False,original,-1
1,4,4,inner_selection,5f82b8c47ed9,dataset_batik/non_batik/polos/polos (10).png,non_batik,0,polos,False,original,-1
1,4,4,inner_selection,ae689bfb028c,dataset_batik/batik/Solo_Parang/0016.jpg,batik,1,Solo_Parang,True,flip_v,5
1,4,4,inner_selection,21b7b85d4086,dataset_batik/non_batik/bunga_nonbatik/bunga (5).png,non_batik,0,bunga_nonbatik,True,rot+2p0,3
1,4,4,inner_selection,d5ce7ee1e352,dataset_batik/non_batik/polos/polos (5).png,non_batik,0,polos,True,brightness1p07,7
1,4,4,inner_selection,318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,True,flip_h,4
1,4,4,inner_selection,ed293cabd087,dataset_batik/non_batik/bunga_nonbatik/bunga (2).png,non_batik,0,bunga_nonbatik,True,zoom04,6
1,4,4,inner_selection,b9f0bcdd4ffc,dataset_batik/batik/Yogyakarta_Parang/0032.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,bc0863dfd9c1,dataset_batik/non_batik/bunga_nonbatik/bunga (6).png,non_batik,0,bunga_nonbatik,True,zoom09,6
1,4,4,inner_selection,eac540cba307,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,non_batik,0,bunga_nonbatik,True,zoom07,6
1,4,4,inner_selection,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,True,rot90,0
1,4,4,inner_selection,62ac50dcc85a,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,non_batik,0,bunga_nonbatik,False,original,-1
1,4,4,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,flip_h,4
1,4,4,inner_selection,20802bdd836c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,False,original,-1
1,4,4,inner_selection,8eabcd2abffa,dataset_batik/batik/Solo_Parang/0040.jpg,batik,1,Solo_Parang,True,rot270,2
1,4,4,inner_selection,64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,True,rot180,1
1,4,4,inner_selection,1e1c6c73c84d,dataset_batik/batik/batik semarangan/semarangan3.jpg,batik,1,batik semarangan,False,original,-1
1,4,4,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,zoom02,6
1,4,4,inner_selection,a291e5c48a49,dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,861b084216ea,dataset_batik/batik/SumateraBarat_Rumah_Minang/005.jpg,batik,1,SumateraBarat_Rumah_Minang,True,zoom03,6
1,4,4,inner_selection,9dd396e5e2cf,dataset_batik/non_batik/geometris/geometris (3).png,non_batik,0,geometris,True,contrast1p12,8
1,4,4,inner_selection,0f308677eb60,dataset_batik/batik/Solo_Parang/0013.jpg,batik,1,Solo_Parang,True,flip_h,4
1,4,4,inner_selection,bc0863dfd9c1,dataset_batik/non_batik/bunga_nonbatik/bunga (6).png,non_batik,0,bunga_nonbatik,True,rot180,1
1,4,4,inner_selection,5f82b8c47ed9,dataset_batik/non_batik/polos/polos (10).png,non_batik,0,polos,True,rot270,2
1,4,4,inner_selection,2147c3827a53,dataset_batik/non_batik/geometris/geometris (5).png,non_batik,0,geometris,False,original,-1
1,4,4,inner_selection,f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,False,original,-1
1,4,4,inner_selection,e6a8630feb76,dataset_batik/non_batik/tenun/tenun (5).png,non_batik,0,tenun,False,original,-1
1,4,4,inner_selection,8044eaaa01ee,dataset_batik/batik/SulawesiSelatan_Lontara/0036.jpg,batik,1,SulawesiSelatan_Lontara,False,original,-1
1,4,4,inner_selection,f88b483bd98e,dataset_batik/non_batik/geometris/geometris (8).png,non_batik,0,geometris,True,rot+13p3,3
1,4,4,inner_selection,cba62b260aa8,dataset_batik/batik/batik pekalongan/pekalongan3.jpg,batik,1,batik pekalongan,True,rot90,0
1,4,4,inner_selection,318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,4,4,inner_selection,62ac50dcc85a,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,non_batik,0,bunga_nonbatik,True,brightness1p05,7
1,4,4,inner_selection,c9420c985ea9,dataset_batik/non_batik/bunga_nonbatik/bunga (9).png,non_batik,0,bunga_nonbatik,False,original,-1
1,4,4,inner_selection,372c786cc900,dataset_batik/non_batik/tenun/tenun (8).png,non_batik,0,tenun,True,flip_h,4
1,4,4,inner_selection,bbcc043171d4,dataset_batik/non_batik/garis/garis1 (3).jpg,non_batik,0,garis,True,flip_v,5
1,4,4,inner_selection,8050e3061ee9,dataset_batik/non_batik/modern/modern (1).png,non_batik,0,modern,True,rot-8p6,3
1,4,4,inner_selection,372c786cc900,dataset_batik/non_batik/tenun/tenun (8).png,non_batik,0,tenun,False,original,-1
1,4,4,inner_selection,3ca855a91edc,dataset_batik/non_batik/modern/modern (5).png,non_batik,0,modern,True,brightness0p97,7
1,4,4,inner_selection,3ca855a91edc,dataset_batik/non_batik/modern/modern (5).png,non_batik,0,modern,True,rot90,0
1,4,4,inner_selection,3ca855a91edc,dataset_batik/non_batik/modern/modern (5).png,non_batik,0,modern,False,original,-1
1,4,4,inner_selection,ae689bfb028c,dataset_batik/batik/Solo_Parang/0016.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,62ac50dcc85a,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,non_batik,0,bunga_nonbatik,True,contrast1p08,8
1,4,4,inner_selection,0c9036a66a5e,dataset_batik/batik/Yogyakarta_Parang/0040.jpg,batik,1,Yogyakarta_Parang,True,rot90,0
1,4,4,inner_selection,dac06cb81326,dataset_batik/non_batik/tenun/tenun (9).png,non_batik,0,tenun,False,original,-1
1,4,4,inner_selection,8050e3061ee9,dataset_batik/non_batik/modern/modern (1).png,non_batik,0,modern,True,zoom03,6
1,4,4,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,True,rot-12p7,3
1,4,4,inner_selection,d5ce7ee1e352,dataset_batik/non_batik/polos/polos (5).png,non_batik,0,polos,False,original,-1
1,4,4,inner_selection,dac06cb81326,dataset_batik/non_batik/tenun/tenun (9).png,non_batik,0,tenun,True,rot-6p8,3
1,4,4,inner_selection,db4135d30eec,dataset_batik/non_batik/bunga_nonbatik/bunga (8).png,non_batik,0,bunga_nonbatik,True,brightness1p03,7
1,4,4,inner_selection,5f3323d49daf,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,batik,1,Yogyakarta_Kawung,True,flip_v,5
1,4,4,inner_selection,bd730be873eb,dataset_batik/batik/Yogyakarta_Kawung/0027.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,4,4,inner_selection,3ca855a91edc,dataset_batik/non_batik/modern/modern (5).png,non_batik,0,modern,True,rot270,2
1,4,4,inner_selection,92deccab5470,dataset_batik/non_batik/geometris/geometris (10).png,non_batik,0,geometris,True,flip_v,5
1,4,4,inner_selection,6dc41f6c55a3,dataset_batik/batik/Solo_Parang/0033.jpg,batik,1,Solo_Parang,True,flip_v,5
1,4,4,inner_selection,33eb73d4c302,dataset_batik/non_batik/modern/modern (3).png,non_batik,0,modern,False,original,-1
1,4,4,inner_selection,f88b483bd98e,dataset_batik/non_batik/geometris/geometris (8).png,non_batik,0,geometris,True,rot180,1
1,4,4,inner_selection,9c71e54f91f9,dataset_batik/batik/Yogyakarta_Parang/0010.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,6b6b7bdfe34a,dataset_batik/non_batik/polos/polos (7).png,non_batik,0,polos,True,rot270,2
1,4,4,inner_selection,7bdd4895a8f4,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,batik,1,Yogyakarta_Parang,True,rot+4p1,3
1,4,4,inner_selection,05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,f74bb111b026,dataset_batik/batik/Yogyakarta_Kawung/0015.jpg,batik,1,Yogyakarta_Kawung,True,rot-12p6,3
1,4,4,inner_selection,05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,True,zoom09,6
1,4,4,inner_selection,7cb908544ba8,dataset_batik/batik/Yogyakarta_Kawung/0019.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,4,4,inner_selection,6dc41f6c55a3,dataset_batik/batik/Solo_Parang/0033.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,True,rot+4p5,3
1,4,4,inner_selection,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,1ae0673d1fc2,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,4,4,inner_selection,7bdd4895a8f4,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,batik,1,Yogyakarta_Parang,True,contrast1p03,8
1,4,4,inner_selection,7bdd4895a8f4,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,batik,1,Yogyakarta_Parang,True,rot180,1
1,4,4,inner_selection,41c663680f51,dataset_batik/non_batik/geometris/geometris (6).png,non_batik,0,geometris,True,contrast1p03,8
1,4,4,inner_selection,be63966ec5ec,dataset_batik/non_batik/tenun/tenun (6).png,non_batik,0,tenun,True,rot270,2
1,4,4,inner_selection,4ce26e238996,dataset_batik/batik/Solo_Parang/004.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,True,rot270,2
1,4,4,inner_selection,db4135d30eec,dataset_batik/non_batik/bunga_nonbatik/bunga (8).png,non_batik,0,bunga_nonbatik,True,flip_v,5
1,4,4,inner_selection,e7a78b6680b5,dataset_batik/non_batik/garis/garis1 (2).jpg,non_batik,0,garis,True,contrast0p86,8
1,4,4,inner_selection,9650ae0e9e81,dataset_batik/batik/Solo_Parang/0024.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,rot-5p8,3
1,4,4,inner_selection,9ca0fa064166,dataset_batik/batik/batik semarangan/semarangan5.jpg,batik,1,batik semarangan,True,zoom07,6
1,4,4,inner_selection,5f3323d49daf,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,4,4,inner_selection,56fa039f7fcf,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,batik,1,SumateraBarat_Rumah_Minang,True,flip_v,5
1,4,4,inner_selection,3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,d5ce7ee1e352,dataset_batik/non_batik/polos/polos (5).png,non_batik,0,polos,True,flip_v,5
1,4,4,inner_selection,9a27b470f78d,dataset_batik/non_batik/kotak/kotak3.png,non_batik,0,kotak,True,flip_h,4
1,4,4,inner_selection,3d5238641255,dataset_batik/non_batik/bunga_nonbatik/bunga1.jpg,non_batik,0,bunga_nonbatik,True,contrast1p04,8
1,4,4,inner_selection,232973849352,dataset_batik/batik/Solo_Parang/0027.jpg,batik,1,Solo_Parang,True,rot+10p9,3
1,4,4,inner_selection,c5761d229b6c,dataset_batik/non_batik/garis/garis1 (1).jpg,non_batik,0,garis,True,zoom05,6
1,4,4,inner_selection,ad3de2744108,dataset_batik/non_batik/modern/modern (7).png,non_batik,0,modern,True,brightness1p07,7
1,4,4,inner_selection,56fa039f7fcf,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,batik,1,SumateraBarat_Rumah_Minang,True,contrast1p06,8
1,4,4,inner_selection,d9276d559999,dataset_batik/non_batik/geometris/geometris (4).png,non_batik,0,geometris,True,rot-2p8,3
1,4,4,inner_selection,e0dbc911eac7,dataset_batik/batik/batik solo/solo4.jpg,batik,1,batik solo,True,rot180,1
1,4,4,inner_selection,be63966ec5ec,dataset_batik/non_batik/tenun/tenun (6).png,non_batik,0,tenun,True,zoom08,6
1,4,4,inner_selection,bbcc043171d4,dataset_batik/non_batik/garis/garis1 (3).jpg,non_batik,0,garis,True,flip_h,4
1,4,4,inner_selection,b2131a29e3e4,dataset_batik/non_batik/tenun/tenun (2).png,non_batik,0,tenun,True,rot90,0
1,4,4,inner_selection,ffeae644af12,dataset_batik/non_batik/polkadot/polkadot4.jpg,non_batik,0,polkadot,True,brightness0p97,7
1,4,4,inner_selection,fc1e0904dd28,dataset_batik/batik/Solo_Parang/0021.jpg,batik,1,Solo_Parang,False,original,-1
1,4,4,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,True,zoom07,6
1,4,4,inner_selection,33eb73d4c302,dataset_batik/non_batik/modern/modern (3).png,non_batik,0,modern,True,rot180,1
1,4,4,inner_selection,db4135d30eec,dataset_batik/non_batik/bunga_nonbatik/bunga (8).png,non_batik,0,bunga_nonbatik,True,flip_h,4
1,4,4,inner_selection,94870fc592ab,dataset_batik/batik/SumateraBarat_Rumah_Minang/0038.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,0ce96dcf1e27,dataset_batik/non_batik/kotak/kotak2.jpg,non_batik,0,kotak,False,original,-1
1,4,4,inner_selection,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,True,flip_h,4
1,4,4,inner_selection,f88b483bd98e,dataset_batik/non_batik/geometris/geometris (8).png,non_batik,0,geometris,False,original,-1
1,4,4,inner_selection,3c1f730579dc,dataset_batik/non_batik/polos/polos (1).png,non_batik,0,polos,True,zoom06,6
1,4,4,inner_selection,dac06cb81326,dataset_batik/non_batik/tenun/tenun (9).png,non_batik,0,tenun,True,contrast0p96,8
1,4,4,inner_selection,fc1e0904dd28,dataset_batik/batik/Solo_Parang/0021.jpg,batik,1,Solo_Parang,True,contrast0p88,8
1,4,4,inner_selection,1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,True,brightness0p92,7
1,4,4,inner_selection,05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,True,rot+14p6,3
1,4,4,inner_selection,9710a61c2b42,dataset_batik/batik/Yogyakarta_Parang/004.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,4ce26e238996,dataset_batik/batik/Solo_Parang/004.jpg,batik,1,Solo_Parang,True,flip_h,4
1,4,4,inner_selection,be63966ec5ec,dataset_batik/non_batik/tenun/tenun (6).png,non_batik,0,tenun,True,flip_h,4
1,4,4,inner_selection,41c663680f51,dataset_batik/non_batik/geometris/geometris (6).png,non_batik,0,geometris,False,original,-1
1,4,4,inner_selection,1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,4,4,inner_selection,5f82b8c47ed9,dataset_batik/non_batik/polos/polos (10).png,non_batik,0,polos,True,zoom03,6
1,4,4,inner_selection,a3833f8e9773,dataset_batik/batik/Yogyakarta_Parang/0017.jpg,batik,1,Yogyakarta_Parang,True,zoom05,6
1,4,4,inner_selection,aefd54b84960,dataset_batik/batik/Batik Sekar Jagad/0.jpg,batik,1,Batik Sekar Jagad,False,original,-1
1,4,4,inner_selection,35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot-2p5,3
1,4,4,inner_selection,861b084216ea,dataset_batik/batik/SumateraBarat_Rumah_Minang/005.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot270,2
1,4,4,inner_selection,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,4,4,inner_selection,ad3de2744108,dataset_batik/non_batik/modern/modern (7).png,non_batik,0,modern,True,rot180,1
1,4,4,inner_selection,e49dc5a7d4dd,dataset_batik/batik/SulawesiSelatan_Lontara/0018.jpg,batik,1,SulawesiSelatan_Lontara,True,brightness1p04,7
1,4,4,inner_selection,028b7571da11,dataset_batik/batik/batik semarangan/semarangan4.jpg,batik,1,batik semarangan,False,original,-1
