source_id,path,kelas,label,subjenis,set,group_id,group_size
0a91167e1694,uji_eksternal/non_batik/kain_salur (1).jpg,non_batik,0,salur,external,239,1
8fb2b9072c05,uji_eksternal/non_batik/kain_salur (2).jpg,non_batik,0,salur,external,240,1
133e0acbdce7,uji_eksternal/non_batik/kain_salur (3).jpg,non_batik,0,salur,external,241,1
81ef06d4d813,uji_eksternal/non_batik/kain_salur (4).jpg,non_batik,0,salur,external,242,1
fa69047f454b,uji_eksternal/non_batik/kain_tenun_ikat (1).jpg,non_batik,0,tenun_ikat,external,243,1
bbaec1c98b8c,uji_eksternal/non_batik/kain_tenun_ikat (1).webp,non_batik,0,tenun_ikat,external,244,1
19e1a072de19,uji_eksternal/non_batik/kain_tenun_ikat (2).jpg,non_batik,0,tenun_ikat,external,245,1
153a16fa7f5c,uji_eksternal/non_batik/kain_tenun_ikat (3).jpg,non_batik,0,tenun_ikat,external,246,1
ab6b26fd68ca,uji_eksternal/non_batik/polkadot1.jpg,non_batik,0,polkadot,external,247,1
4c01bf2a3e27,uji_eksternal/non_batik/polkadot2.jpg,non_batik,0,polkadot,external,248,1
ae195b3e40cc,uji_eksternal/non_batik/polkadot3.jpg,non_batik,0,polkadot,external,249,1
d38bf600e463,uji_eksternal/non_batik/polos1.jpg,non_batik,0,polos,external,250,1
b9754262d30e,uji_eksternal/non_batik/polos2.jpg,non_batik,0,polos,external,251,1
200d4cd500e8,uji_eksternal/non_batik/polos3.webp,non_batik,0,polos,external,252,1
445c3072fd40,uji_eksternal/non_batik/polos4.webp,non_batik,0,polos,external,253,1
cdd159fff7dc,uji_eksternal/non_batik/polos5.jpg,non_batik,0,polos,external,254,1
